Name,Description(short_description),Version / Baseline,Directorate,Status,Access Type,Geo Restriction,Product Types,Heritage,Constellations,Landing Page URL,Dissemination mode,Data Policy URL,Creation year,Publication Year,File Format,Owned by,Deputy Owner,Collection,Dataset,Campaign,EarthOnline page requested,Authors,Creators,Publisher,Language
SW_FAC_TMS_2F,Field-aligned currents (dual-satellite A-C),0,D/EOP,Available,External Data,World Wide,SW_FAC_TMS_2F,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_FAC_TMS_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2014,2014,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,GFZ Helmholtz Centre for Geosciences,European Space Agency,European Space Agency,en
GR_WNDxACC_2_,Thermosphere crosswind at the GRACE satellite locations,0,D/EOP,Available,External Data,World Wide,"GR_WND1ACC_2_, GR_WND2ACC_2_",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/GR_WNDxACC_2_,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2023,2023,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Delft University of Technology,European Space Agency,European Space Agency,en
CH_TEC_TMS_2F,Time series of the ionospheric Total Electron Content (TEC) derived for the CHAMP satellite,0,D/EOP,Available,External Data,World Wide,CH_TEC_TMS_2F,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/CH_TEC_TMS_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2022,2022,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,GFZ Helmholtz Centre for Geosciences,European Space Agency,European Space Agency,en
SW_AOBxFAC_2F,Auroral oval boundaries derived from FACs,0,D/EOP,Available,External Data,World Wide,"SW_AOBAFAC_2F, SW_AOBBFAC_2F, SW_AOBCFAC_2F",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_AOBxFAC_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2020,2020,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,GFZ Helmholtz Centre for Geosciences,European Space Agency,European Space Agency,en
SW_MAGx_LR_1B,Magnetic field (1Hz) from VFM and ASM,0,D/EOP,Available,External Data,World Wide,"SW_MAGA_LR_1B, SW_MAGB_LR_1B, SW_MAGC_LR_1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_MAGx_LR_1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2013,2013,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Swarm PDGS,European Space Agency,European Space Agency,en
SW_DNSxPOD_2_,Thermospheric density,0,D/EOP,Available,External Data,World Wide,"SW_DNSAPOD_2, SW_DNSBPOD_2_, SW_DNSCPOD_2_",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_DNSxPOD_2_,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2017,2017,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Delft University of Technology,European Space Agency,European Space Agency,en
SW_EFIx_LP_FP,Electric field instrument (EFI) faceplate (FP) plasma density at 16 Hz,0,D/EOP,Available,External Data,World Wide,"SW_EFIA_LP_FP, SW_EFIB_LP_FP, SW_EFIC_LP_FP",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_EFIx_LP_FP,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2017,2017,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Swedish Institute of Space Physics,European Space Agency,European Space Agency,en
SW_IBP_CLI_2_,Climatological model of ionospheric bubble probability,0,D/EOP,Available,External Data,World Wide,SW_IBP_CLI_2_,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_IBP_CLI_2_,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2023,2023,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Leibniz Institute of Atmospheric Physics,European Space Agency,European Space Agency,en
SW_SC_xDYN_1B,Auxiliary data needed for precise orbit determination and non-gravitational force modelling,0,D/EOP,Available,External Data,World Wide,"SW_SC_ADYN_1B, SW_SC_BDYN_1B, SW_SC_BDYN_1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_SC_xDYN_1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2013,2013,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Swarm PDGS,European Space Agency,European Space Agency,en
SW_EFIxTISH1B,Swarm Electric Field Instrument (EFI) Thermal Ion Imager (TII) Raw and Corrected Imagery and Spectra at High resolution (TISH),0,D/EOP,Available,External Data,World Wide,"SW_EFIATISH1B, SW_EFIBTISH1B, SW_EFICTISH1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_EFIxTISH1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2022,2022,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,University of Calgary,European Space Agency,European Space Agency,en
SW_TECxTMS_2F,Ionospheric total electron content,0,D/EOP,Available,External Data,World Wide,"SW_TECATMS_2F, SW_TECBTMS_2F, SW_TECCTMS_2F",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_TECxTMS_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2014,2014,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,GFZ Helmholtz Centre for Geosciences,European Space Agency,European Space Agency,en
SW_MAGx_CA_1B,Magnetic vector and scalar data for monitoring and calibration purposes,0,D/EOP,Available,External Data,World Wide,"SW_MAGA_CA_1B, SW_MAGB_CA_1B, SW_MAGC_CA_1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_MAGx_CA_1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2013,2013,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Swarm PDGS,European Space Agency,European Space Agency,en
SW_TIX_TMS_2F,TEGIX: TEC-gradient ionosphere index,0,D/EOP,Available,External Data,World Wide,SW_TIX_TMS_2F,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_TIX_TMS_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2025,2025,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),European Space Agency,European Space Agency,en
SW_EFIxTISL1B,Swarm Electric Field Instrument (EFI) Thermal Ion Imager (TII) Raw and Corrected Imagery and Spectra at Low resolution (TISL),0,D/EOP,Available,External Data,World Wide,"SW_EFIATISL1B, SW_EFIBTISL1B, SW_EFICTISL1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_EFIxTISL1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2022,2022,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,University of Calgary,European Space Agency,European Space Agency,en
SW_MCO_SHA_2X,CHAOS model: spherical harmonic model of the main (core) field and its temporal variation,0,D/EOP,Available,External Data,World Wide,SW_MCO_SHA_2X,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_MCO_SHA_2X,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2018,2018,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Technical University of Denmark,European Space Agency,European Space Agency,en
SW_MMA_SHA_2F,Timeseries of spherical harmonic expansion coefficients of the large-scale magnetospheric field as a fast-track product,0,D/EOP,Available,External Data,World Wide,SW_MMA_SHA_2F,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_MMA_SHA_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2014,2014,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,British Geological Survey,European Space Agency,European Space Agency,en
SW_VFMxAUX_1B,Spacecraft (S/C) magnetic stray fields and Sun induced stray field at VFM sensor position,0,D/EOP,Available,External Data,World Wide,"SW_VFMAAUX_1B, SW_VFMBAUX_1B, SW_VFMCAUX_1B",No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_VFMxAUX_1B,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2013,2013,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Swarm PDGS,European Space Agency,European Space Agency,en
SW_NIX_TMS_2F,NEGIX: electron density gradient ionosphere index,0,D/EOP,Available,External Data,World Wide,SW_NIX_TMS_2F,No,Swarm,https://swarmhandbook.earth.esa.int/catalogue/SW_NIX_TMS_2F,Swarm Mission Specific Service,https://earth.esa.int/eogateway/documents/20142/1564626/Terms-and-Conditions-for-the-use-of-ESA-Data.pdf,2025,2025,,Antonio de la Fuente,,TRUE,TRUE,FALSE,FALSE,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),European Space Agency,European Space Agency,en
